invoice_id,invoice_date,vendor_id,vendor_name,currency,line_item_number,item_code,description,quantity,unit_price,line_total,po_id,po_quantity,po_unit_price,po_line_total,grn_id,grn_quantity,mismatch_type,is_mismatch
INV0155,26-10-2024,V008,Vendor_8,EUR,4,ITM0023,Device widget component gadget module component,8,295.89,2367.12,PO0155,8,295.89,2367.12,GRN0155,8,MATCH,0
INV0155,26-10-2024,V008,Vendor_8,EUR,5,ITM0044,Accessory part device assembly part,13,480.1,6241.3,PO0155,13,480.1,6241.3,GRN0155,13,MATCH,0
INV0156,10-12-2024,V012,Vendor_12,INR,1,ITM0011,Gadget device widget assembly gadget gadget assembly,14,471.81,6605.34,PO0156,14,471.81,6605.34,GRN0156,14,MATCH,0
INV0156,10-12-2024,V012,Vendor_12,INR,2,ITM0032,Component unit accessory module component,6,91.48,548.88,PO0156,6,91.48,548.88,GRN0156,6,item_not_in_po,1
INV0156,10-12-2024,V012,Vendor_12,INR,3,ITM0033,Part module gadget,8,64.74,517.92,PO0156,8,64.74,517.92,GRN0156,8,MATCH,0
INV0156,10-12-2024,V012,Vendor_12,INR,4,ITM0015,Component module module widget part component,5,427.44,2137.2,PO0156,5,427.44,2137.2,GRN0156,5,MATCH,0
INV0156,10-12-2024,V012,Vendor_12,INR,5,ITM0033,Device device accessory module assembly part widget,6,391.92,1567.68,PO0156,4,391.92,1567.68,GRN0156,4,quantity_mismatch,1
INV0157,08-11-2024,V004,Vendor_4,USD,1,ITM0033,Gadget gadget gadget,12,82.73,992.76,PO0157,12,82.73,992.76,GRN0157,12,MATCH,0
INV0157,08-11-2024,V004,Vendor_4,USD,2,ITM0019,Device assembly part gadget module part,4,425.05,1700.2,PO0157,4,425.05,1700.2,GRN0157,4,MATCH,0
INV0157,08-11-2024,V004,Vendor_4,USD,3,ITM0029,Device widget part assembly component gadget,9,189.36,1704.24,PO0157,9,189.36,1704.24,GRN0157,9,MATCH,0
INV0157,08-11-2024,V004,Vendor_4,INR,4,ITM0049,Module unit gadget device module component,14,209.64,2934.96,PO0157,14,209.64,2934.96,GRN0157,14,currency_mismatch,1
INV0157,08-11-2024,V004,Vendor_4,USD,5,ITM0027,Accessory assembly device accessory module device,17,472.1,8025.7,PO0157,17,472.1,8025.7,GRN0157,0,grn_not_received,1
INV0158,13-02-2024,V011,Vendor_11,GBP,1,ITM0026,Module module widget accessory,5,451.74,2258.7,PO0158,5,451.74,2258.7,GRN0158,5,MATCH,0
INV0158_DUP,13-02-2024,V011,Vendor_11,GBP,2,ITM0004,Accessory module part device part device component,12,8.91,106.92,PO0158,12,8.91,106.92,GRN0158,12,duplicate_invoice,1
INV0158,13-02-2024,V011,Vendor_11,GBP,3,ITM0018,Unit gadget module unit part unit unit,15,350.25,5253.75,PO0158,15,350.25,5253.75,GRN0158,15,MATCH,0
INV0158,13-02-2024,V011,Vendor_11,GBP,4,ITM0042,Device part widget assembly module device,7,262.63,1313.15,PO0158,5,262.63,1313.15,GRN0158,5,quantity_mismatch,1
INV0158,13-02-2024,V011,Vendor_11,GBP,5,ITM0035,Gadget assembly component module unit,1,18.81,18.81,PO0158,1,18.81,18.81,GRN0158,1,MATCH,0
INV0159,03-10-2024,V019,Vendor_19,GBP,1,ITM0016,Device accessory widget widget module,17,180.46,3067.82,PO0159,17,180.46,3067.82,GRN0159,17,MATCH,0
INV0159,03-10-2024,V019,Vendor_19,GBP,2,ITM0004,Assembly unit widget,11,491.56,5407.16,PO0159,11,491.56,5407.16,GRN0159,11,MATCH,0
INV0159,03-10-2024,V019,Vendor_19,GBP,3,ITM0048,Unit accessory unit assembly unit module component,19,337.85,6419.15,PO0159,19,337.85,6419.15,GRN0159,19,MATCH,0
INV0159,03-10-2024,V019,Vendor_19,GBP,4,ITM0046,Assembly component component unit part module,4,77.54,310.16,PO0159,4,77.54,310.16,GRN0159,4,MATCH,0
INV0159,03-10-2024,V019,Vendor_19,GBP,5,ITM0028,Widget widget part assembly assembly module,17,204.36,3474.12,PO0159,17,204.36,3474.12,GRN0159,17,MATCH,0
INV0160,13-10-2024,V017,Vendor_17,INR,1,ITM0017,Assembly module module accessory assembly accessory part,5,255.36,1276.8,PO0160,5,255.36,1276.8,GRN0160,5,MATCH,0
INV0160,13-10-2024,V017,Vendor_17,INR,2,ITM0032,Gadget device part gadget gadget assembly,6,472.31,2833.86,PO0160,6,472.31,2833.86,GRN0160,0,grn_not_received,1
INV0160_DUP,13-10-2024,V017,Vendor_17,INR,3,ITM0024,Unit module gadget,19,148.35,2818.65,PO0160,19,148.35,2818.65,GRN0160,19,duplicate_invoice,1
INV0160_DUP,13-10-2024,V017,Vendor_17,INR,4,ITM0034,Gadget component module component,1,396.65,396.65,PO0160,1,396.65,396.65,GRN0160,1,duplicate_invoice,1
INV0160,13-10-2024,V017,Vendor_17,INR,5,ITM0010,Module accessory component component gadget device widget,19,177.58,3196.44,PO0160,18,177.58,3196.44,GRN0160,18,quantity_mismatch,1
INV0161,23-01-2024,V014,Vendor_14,INR,1,ITM0037,Unit accessory part assembly device,20,70.74,1414.8,PO0161,20,70.74,1414.8,GRN0161,20,MATCH,0
INV0161,23-01-2024,V014,Vendor_14,INR,2,ITM0009,Unit device device gadget device widget unit,20,207.77,4155.4,PO0161,20,207.77,4155.4,GRN0161,20,MATCH,0
INV0161,23-01-2024,V014,Vendor_14,INR,3,ITM0015,Module widget device module component widget,6,355.07,2130.42,PO0161,6,355.07,2130.42,GRN0161,6,MATCH,0
INV0161,23-01-2024,V014,Vendor_14,INR,4,ITM0037,Unit gadget unit gadget unit,19,380.02,7220.38,PO0161,19,380.02,7220.38,GRN0161,19,MATCH,0
INV0161,23-01-2024,V014,Vendor_14,INR,5,ITM0037,Gadget assembly accessory gadget accessory gadget widget,7,126.42,884.94,PO0161,7,126.42,884.94,GRN0161,7,MATCH,0
INV0162,27-12-2024,V019,Vendor_19,INR,1,ITM0006,Unit module widget part widget module module,17,162.1,2755.7,PO0162,17,162.1,2755.7,GRN0162,17,MATCH,0
INV0162,27-12-2024,V019,Vendor_19,INR,2,ITM0017,Gadget widget gadget,5,95.42,477.1,PO0162,5,95.42,477.1,GRN0162,5,MATCH,0
INV0162,27-12-2024,V019,Vendor_19,INR,3,ITM0050,Gadget accessory device,2,309.17,618.34,PO0162,2,309.17,618.34,GRN0162,2,MATCH,0
INV0162,27-12-2024,V019,Vendor_19,INR,4,ITM0021,Widget widget module component,14,447.04,6258.56,PO0162,14,447.04,6258.56,GRN0162,14,MATCH,0
INV0162,27-12-2024,V019,Vendor_19,INR,5,ITM0017,Accessory accessory widget component unit component,17,377.43,6416.31,PO0162,17,377.43,6416.31,GRN0162,17,MATCH,0
INV0163,16-07-2024,V004,Vendor_4,GBP,1,ITM0004,Assembly module assembly module component,3,138.23,138.23,PO0163,1,138.23,138.23,GRN0163,1,quantity_mismatch,1
INV0163,16-07-2024,V004,Vendor_4,GBP,2,ITM0038,Component assembly part,10,286.28,2862.8,PO0163,10,286.28,2862.8,GRN0163,10,MATCH,0
INV0163,16-07-2024,V004,Vendor_4,GBP,3,ITM0029,Part assembly part,5,189.79,948.95,PO0163,5,189.79,948.95,GRN0163,5,MATCH,0
INV0163,16-07-2024,V004,Vendor_4,GBP,4,ITM0011,Assembly module accessory assembly,1,407.26,407.26,PO0163,1,407.26,407.26,GRN0163,1,MATCH,0
INV0163,16-07-2024,V004,Vendor_4,GBP,5,ITM0040,Unit gadget widget accessory component,9,420.55,3784.95,PO0163,9,420.55,3784.95,GRN0163,9,MATCH,0
INV0164,13-07-2024,V012,Vendor_12,EUR,1,ITM0038,Component gadget assembly widget widget device part,18,499.42,8989.56,PO0164,18,499.42,8989.56,GRN0164,18,MATCH,0
INV0164,13-07-2024,V012,Vendor_12,EUR,2,ITM0028,Unit accessory component device,11,319.41,3513.51,PO0164,11,319.41,3513.51,GRN0164,11,item_not_in_po,1
INV0164,13-07-2024,V012,Vendor_12,EUR,3,ITM0049,Component unit component gadget accessory component,5,324.99,1624.95,PO0164,5,324.99,1624.95,GRN0164,5,MATCH,0
INV0164,13-07-2024,V012,Vendor_12,EUR,4,ITM0001,Assembly accessory device module accessory device device,18,45.17,813.06,PO0164,18,45.17,813.06,GRN0164,0,grn_not_received,1
INV0164,13-07-2024,V012,Vendor_12,EUR,5,ITM0042,Assembly accessory part,15,337.76,5066.4,PO0164,15,337.76,5066.4,GRN0164,15,MATCH,0
INV0165,29-06-2024,V013,Vendor_13,GBP,1,ITM0025,Part part accessory gadget,12,468.44,5621.28,PO0165,12,468.44,5621.28,GRN0165,12,MATCH,0
INV0165,29-06-2024,V013,Vendor_13,GBP,2,ITM0029,Gadget widget component,12,99.8,1197.6,PO0165,12,99.8,1197.6,GRN0165,0,grn_not_received,1
INV0165,29-06-2024,V013,Vendor_13,GBP,3,ITM0040,Part gadget accessory accessory widget,16,452.73,7243.68,PO0165,16,452.73,7243.68,GRN0165,16,MATCH,0
INV0165,29-06-2024,V013,Vendor_13,GBP,4,ITM0046,Gadget gadget part module part unit assembly,18,100.92,1816.56,PO0165,18,100.92,1816.56,GRN0165,18,MATCH,0
INV0165,29-06-2024,V013,Vendor_13,GBP,5,ITM0048,Device unit gadget unit device gadget accessory,8,441.1,3528.8,PO0165,8,441.1,3528.8,GRN0165,8,item_not_in_po,1
INV0166,20-05-2024,V007,Vendor_7,USD,1,ITM0045,Unit device part widget module device unit,11,219.11,2410.21,PO0166,11,219.11,2410.21,GRN0166,11,MATCH,0
INV0166,20-05-2024,V007,Vendor_7,EUR,2,ITM0027,Gadget assembly assembly assembly widget,8,28.25,226.0,PO0166,8,28.25,226.0,GRN0166,8,currency_mismatch,1
INV0166,20-05-2024,V007,Vendor_7,USD,3,ITM0027,Assembly widget gadget widget unit widget device,14,479.1,6707.4,PO0166,14,479.1,6707.4,GRN0166,14,MATCH,0
INV0166,20-05-2024,V007,Vendor_7,USD,4,ITM0016,Gadget component unit widget,16,218.81,3500.96,PO0166,16,218.81,3500.96,GRN0166,16,MATCH,0
INV0166,20-05-2024,V007,Vendor_7,USD,5,ITM0002,Part accessory part component assembly accessory part,11,262.24,2884.64,PO0166,11,262.24,2884.64,GRN0166,11,MATCH,0
INV0167,01-05-2024,V003,Vendor_3,INR,1,ITM0049,Unit unit widget,2,458.77,917.54,PO0167,2,458.77,917.54,GRN0167,2,MATCH,0
INV0167,01-05-2024,V003,Vendor_3,INR,2,ITM0025,Accessory device part widget part,2,154.23,308.46,PO0167,2,154.23,308.46,GRN0167,0,grn_not_received,1
INV0167,01-05-2024,V003,Vendor_3,INR,3,ITM0041,Widget device unit component module widget,14,120.39,1685.46,PO0167,14,120.39,1685.46,GRN0167,0,grn_not_received,1
INV0167,01-05-2024,V003,Vendor_3,INR,4,ITM0039,Widget module part part unit module accessory,1,229.77,229.77,PO0167,1,229.77,229.77,GRN0167,1,MATCH,0
INV0167,01-05-2024,V003,Vendor_3,INR,5,ITM0022,Gadget widget unit widget part gadget unit,20,131.86,2241.62,PO0167,17,131.86,2241.62,GRN0167,17,quantity_mismatch,1
INV0168,03-08-2024,V016,Vendor_16,INR,1,ITM0012,Gadget widget gadget unit,17,480.07,8161.19,PO0168,17,480.07,8161.19,GRN0168,17,MATCH,0
INV0168_DUP,03-08-2024,V016,Vendor_16,INR,2,ITM0049,Component part device gadget component,11,149.08,1639.88,PO0168,11,149.08,1639.88,GRN0168,11,duplicate_invoice,1
INV0168,03-08-2024,V016,Vendor_16,INR,3,ITM0001,Unit device widget assembly part part module,7,488.37,3418.59,PO0168,7,488.37,3418.59,GRN0168,7,MATCH,0
INV0168,03-08-2024,V016,Vendor_16,INR,4,ITM0041,Part module device device,15,301.88,4528.2,PO0168,15,301.88,4528.2,GRN0168,15,MATCH,0
INV0168,03-08-2024,V016,Vendor_16,INR,5,ITM0022,Unit module component component widget part accessory,16,113.61,1817.76,PO0168,16,113.61,1817.76,GRN0168,16,MATCH,0
INV0169,02-01-2024,V008,Vendor_8,EUR,1,ITM0030,Gadget assembly device part part module module,1,184.59,184.59,PO0169,1,184.59,184.59,GRN0169,1,MATCH,0
INV0169,02-01-2024,V008,Vendor_8,EUR,2,ITM0005,Widget gadget component gadget unit,12,26.73,320.76,PO0169,12,26.73,320.76,GRN0169,12,MATCH,0
INV0169,02-01-2024,V008,Vendor_8,EUR,3,ITM0002,Gadget gadget part device,11,424.53,4669.83,PO0169,11,424.53,4669.83,GRN0169,11,MATCH,0
INV0169,02-01-2024,V008,Vendor_8,EUR,4,ITM0016,Gadget gadget component widget,4,192.57,962.85,PO0169,5,192.57,962.85,GRN0169,5,quantity_mismatch,1
INV0169,02-01-2024,V008,Vendor_8,EUR,5,ITM0008,Accessory component component part unit,17,488.67,8307.39,PO0169,17,488.67,8307.39,GRN0169,0,grn_not_received,1
INV0170,15-11-2024,V014,Vendor_14,USD,1,ITM0008,Part gadget gadget assembly,12,162.39,1948.68,PO0170,12,162.39,1948.68,GRN0170,12,MATCH,0
INV0170,15-11-2024,V014,Vendor_14,USD,2,ITM0028,Accessory device unit part,10,395.85,3958.5,PO0170,10,395.85,3958.5,GRN0170,10,MATCH,0
INV0170,15-11-2024,V014,Vendor_14,USD,3,ITM0021,Widget part part part,19,443.49,8426.31,PO0170,19,443.49,8426.31,GRN0170,19,MATCH,0
INV0170_DUP,15-11-2024,V014,Vendor_14,USD,4,ITM0014,Part part unit,6,256.76,1540.56,PO0170,6,256.76,1540.56,GRN0170,6,duplicate_invoice,1
INV0170,15-11-2024,V014,Vendor_14,USD,5,ITM0049,Module assembly gadget device assembly assembly accessory,16,137.83,2205.28,PO0170,16,137.83,2205.28,GRN0170,0,grn_not_received,1
INV0171,24-07-2024,V019,Vendor_19,USD,1,ITM0014,Accessory assembly component gadget,14,444.91,6228.74,PO0171,14,444.91,6228.74,GRN0171,14,MATCH,0
INV0171,24-07-2024,V019,Vendor_19,USD,2,ITM0037,Accessory module assembly gadget,3,173.0,453.15,PO0171,3,151.05,453.15,GRN0171,3,price_mismatch,1
INV0171,24-07-2024,V019,Vendor_19,USD,3,ITM0034,Component widget assembly module assembly,14,207.43,2904.02,PO0171,14,207.43,2904.02,GRN0171,14,MATCH,0
INV0171,24-07-2024,V019,Vendor_19,USD,4,ITM0032,Component widget module component widget,3,150.79,452.37,PO0171,3,150.79,452.37,GRN0171,3,MATCH,0
INV0171,24-07-2024,V019,Vendor_19,USD,5,ITM0033,Assembly widget component component gadget module assembly,11,102.34,1125.74,PO0171,11,102.34,1125.74,GRN0171,11,MATCH,0
INV0172,17-06-2024,V009,Vendor_9,GBP,1,ITM0048,Gadget unit gadget part device,18,456.63,8219.34,PO0172,18,456.63,8219.34,GRN0172,18,MATCH,0
INV0172,17-06-2024,V009,Vendor_9,GBP,2,ITM0001,Component module accessory accessory part,1,238.64,238.64,PO0172,1,238.64,238.64,GRN0172,1,MATCH,0
INV0172,17-06-2024,V009,Vendor_9,GBP,3,ITM0033,Part component device gadget,8,260.33,2082.64,PO0172,8,260.33,2082.64,GRN0172,8,MATCH,0
INV0172_DUP,17-06-2024,V009,Vendor_9,GBP,4,ITM0036,Device assembly part component gadget device,14,108.74,1522.36,PO0172,14,108.74,1522.36,GRN0172,14,duplicate_invoice,1
INV0172,17-06-2024,V009,Vendor_9,GBP,5,ITM0029,Widget gadget part component device assembly unit,12,173.21,2078.52,PO0172,12,173.21,2078.52,GRN0172,12,MATCH,0
INV0173_DUP,02-08-2024,V014,Vendor_14,INR,1,ITM0049,Component unit unit widget gadget accessory accessory,19,316.77,6018.63,PO0173,19,316.77,6018.63,GRN0173,19,duplicate_invoice,1
INV0173,02-08-2024,V014,Vendor_14,INR,2,ITM0039,Unit module module accessory widget module assembly,9,286.91,3156.01,PO0173,11,286.91,3156.01,GRN0173,11,quantity_mismatch,1
INV0173,02-08-2024,V014,Vendor_14,INR,3,ITM0029,Widget widget assembly widget device,16,18.29,292.64,PO0173,16,18.29,292.64,GRN0173,16,MATCH,0
INV0173,02-08-2024,V014,Vendor_14,INR,4,ITM0013,Accessory module gadget,10,331.49,3314.9,PO0173,10,331.49,3314.9,GRN0173,10,MATCH,0
INV0173,02-08-2024,V014,Vendor_14,EUR,5,ITM0005,Widget assembly gadget part module gadget,4,68.92,275.68,PO0173,4,68.92,275.68,GRN0173,4,currency_mismatch,1
INV0174,02-08-2024,V016,Vendor_16,USD,1,ITM0025,Gadget gadget module device,16,83.6,1337.6,PO0174,16,83.6,1337.6,GRN0174,16,MATCH,0
INV0174,02-08-2024,V016,Vendor_16,USD,2,ITM0037,Unit assembly device component widget,5,225.64,1128.2,PO0174,5,225.64,1128.2,GRN0174,0,grn_not_received,1
INV0174_DUP,02-08-2024,V016,Vendor_16,USD,3,ITM0026,Part assembly accessory part assembly unit device,10,324.92,3249.2,PO0174,10,324.92,3249.2,GRN0174,10,duplicate_invoice,1
INV0174,02-08-2024,V016,Vendor_16,USD,4,ITM0030,Device device component unit part,6,210.45,1262.7,PO0174,6,210.45,1262.7,GRN0174,6,MATCH,0
INV0174,02-08-2024,V016,Vendor_16,USD,5,ITM0012,Device assembly accessory gadget unit module accessory,8,443.34,3546.72,PO0174,8,443.34,3546.72,GRN0174,8,MATCH,0
INV0175,21-03-2024,V009,Vendor_9,GBP,1,ITM0043,Device device gadget,16,208.58,3337.28,PO0175,16,208.58,3337.28,GRN0175,16,item_not_in_po,1
INV0175,21-03-2024,V009,Vendor_9,GBP,2,ITM0049,Gadget module device assembly part module gadget,7,255.5,1788.5,PO0175,7,255.5,1788.5,GRN0175,7,MATCH,0
INV0175,21-03-2024,V009,Vendor_9,GBP,3,ITM0030,Widget device device,13,175.11,2276.43,PO0175,13,175.11,2276.43,GRN0175,13,MATCH,0
INV0175,21-03-2024,V009,Vendor_9,GBP,4,ITM0026,Module widget gadget accessory,11,336.8,3704.8,PO0175,11,336.8,3704.8,GRN0175,0,grn_not_received,1
INV0175,21-03-2024,V009,Vendor_9,GBP,5,ITM0030,Assembly widget unit device module assembly,9,421.57,3794.13,PO0175,9,421.57,3794.13,GRN0175,9,MATCH,0
INV0176,28-03-2024,V001,Vendor_1,INR,1,ITM0012,Gadget device gadget device widget,9,80.98,728.82,PO0176,9,80.98,728.82,GRN0176,9,currency_mismatch,1
INV0176,28-03-2024,V001,Vendor_1,USD,2,ITM0023,Gadget widget device gadget,2,419.07,838.14,PO0176,2,419.07,838.14,GRN0176,2,MATCH,0
INV0176,28-03-2024,V001,Vendor_1,USD,3,ITM0034,Module component widget,1,29.09,29.09,PO0176,1,29.09,29.09,GRN0176,1,MATCH,0
INV0176,28-03-2024,V001,Vendor_1,USD,4,ITM0025,Accessory module component widget,14,18.83,263.62,PO0176,14,18.83,263.62,GRN0176,14,MATCH,0
INV0176,28-03-2024,V001,Vendor_1,USD,5,ITM0001,Part device widget accessory widget,6,363.39,2180.34,PO0176,6,363.39,2180.34,GRN0176,6,MATCH,0
INV0177,23-01-2024,V014,Vendor_14,USD,1,ITM0021,Unit gadget gadget assembly accessory,3,120.04,480.16,PO0177,4,120.04,480.16,GRN0177,4,quantity_mismatch,1
INV0177,23-01-2024,V014,Vendor_14,USD,2,ITM0007,Component widget unit widget gadget,8,37.68,301.44,PO0177,8,37.68,301.44,GRN0177,8,MATCH,0
INV0177,23-01-2024,V014,Vendor_14,USD,3,ITM0018,Module widget gadget component unit accessory widget,18,396.67,7140.06,PO0177,18,396.67,7140.06,GRN0177,18,MATCH,0
INV0177_DUP,23-01-2024,V014,Vendor_14,USD,4,ITM0037,Component widget component unit,13,340.56,4427.28,PO0177,13,340.56,4427.28,GRN0177,13,duplicate_invoice,1
INV0177,23-01-2024,V014,Vendor_14,USD,5,ITM0050,Component unit part component,16,38.42,614.72,PO0177,16,38.42,614.72,GRN0177,16,MATCH,0
INV0178,10-01-2024,V020,Vendor_20,INR,1,ITM0025,Unit component unit accessory component unit accessory,10,122.02,1220.2,PO0178,10,122.02,1220.2,GRN0178,10,MATCH,0
INV0178,10-01-2024,V020,Vendor_20,INR,2,ITM0028,Unit widget module component,5,191.0,955.0,PO0178,5,191.0,955.0,GRN0178,5,MATCH,0
INV0178,10-01-2024,V020,Vendor_20,INR,3,ITM0042,Component device accessory,15,370.93,5563.95,PO0178,15,370.93,5563.95,GRN0178,15,MATCH,0
INV0178,10-01-2024,V020,Vendor_20,INR,4,ITM0022,Component unit device assembly,14,325.78,4560.92,PO0178,14,325.78,4560.92,GRN0178,14,MATCH,0
INV0178,10-01-2024,V020,Vendor_20,INR,5,ITM0019,Component device module,7,311.62,1903.72,PO0178,7,271.96,1903.72,GRN0178,7,price_mismatch,1
INV0179,06-12-2024,V008,Vendor_8,EUR,1,ITM0039,Assembly gadget unit widget assembly accessory,2,319.01,638.02,PO0179,2,319.01,638.02,GRN0179,2,MATCH,0
INV0179,06-12-2024,V008,Vendor_8,EUR,2,ITM0010,Gadget gadget assembly part,7,121.97,853.79,PO0179,7,121.97,853.79,GRN0179,7,MATCH,0
INV0179_DUP,06-12-2024,V008,Vendor_8,EUR,3,ITM0006,Device component device component gadget component,10,290.33,2903.3,PO0179,10,290.33,2903.3,GRN0179,10,duplicate_invoice,1
INV0179,06-12-2024,V008,Vendor_8,INR,4,ITM0041,Component part widget accessory,13,191.97,2495.61,PO0179,13,191.97,2495.61,GRN0179,13,currency_mismatch,1
INV0179,06-12-2024,V008,Vendor_8,EUR,5,ITM0031,Module unit module gadget accessory assembly,13,216.56,2815.28,PO0179,13,216.56,2815.28,GRN0179,13,MATCH,0
INV0180,12-02-2024,V010,Vendor_10,EUR,1,ITM0036,Component assembly assembly module,20,243.02,4860.4,PO0180,20,243.02,4860.4,GRN0180,20,MATCH,0
INV0180,12-02-2024,V010,Vendor_10,EUR,2,ITM0022,Device gadget accessory widget,17,366.53,6231.01,PO0180,17,366.53,6231.01,GRN0180,17,MATCH,0
INV0180,12-02-2024,V010,Vendor_10,EUR,3,ITM0024,Module module module device module component,22,40.26,764.94,PO0180,19,40.26,764.94,GRN0180,19,quantity_mismatch,1
INV0180,12-02-2024,V010,Vendor_10,EUR,4,ITM0003,Module unit gadget,14,478.76,6702.64,PO0180,14,478.76,6702.64,GRN0180,14,MATCH,0
INV0180,12-02-2024,V010,Vendor_10,EUR,5,ITM0050,Assembly assembly device device unit,14,369.15,5168.1,PO0180,14,369.15,5168.1,GRN0180,14,MATCH,0
INV0181,04-05-2024,V016,Vendor_16,USD,1,ITM0024,Device unit component,15,472.41,7086.15,PO0181,15,472.41,7086.15,GRN0181,15,item_not_in_po,1
INV0181,04-05-2024,V016,Vendor_16,USD,2,ITM0010,Component unit unit gadget gadget,3,323.98,971.94,PO0181,3,323.98,971.94,GRN0181,3,MATCH,0
INV0181,04-05-2024,V016,Vendor_16,USD,3,ITM0025,Device accessory widget accessory part gadget,14,130.17,1822.38,PO0181,14,130.17,1822.38,GRN0181,14,MATCH,0
INV0181,04-05-2024,V016,Vendor_16,USD,4,ITM0020,Accessory unit module component module part device,3,59.09,177.27,PO0181,3,59.09,177.27,GRN0181,3,MATCH,0
INV0181,04-05-2024,V016,Vendor_16,USD,5,ITM0037,Part component gadget device device,1,493.58,493.58,PO0181,1,493.58,493.58,GRN0181,0,grn_not_received,1
INV0182_DUP,08-09-2024,V001,Vendor_1,USD,1,ITM0005,Assembly unit device gadget module device,7,245.8,1720.6,PO0182,7,245.8,1720.6,GRN0182,7,duplicate_invoice,1
INV0182,08-09-2024,V001,Vendor_1,USD,2,ITM0033,Assembly part gadget,2,376.21,752.42,PO0182,2,376.21,752.42,GRN0182,2,item_not_in_po,1
INV0182,08-09-2024,V001,Vendor_1,USD,3,ITM0049,Component accessory module unit,20,59.05,1181.0,PO0182,20,59.05,1181.0,GRN0182,0,grn_not_received,1
INV0182,08-09-2024,V001,Vendor_1,USD,4,ITM0041,Widget widget gadget widget,1,294.89,294.89,PO0182,1,294.89,294.89,GRN0182,1,MATCH,0
INV0182,08-09-2024,V001,Vendor_1,USD,5,ITM0031,Device widget widget device widget unit,2,52.94,105.88,PO0182,2,52.94,105.88,GRN0182,2,MATCH,0
INV0183,24-09-2024,V001,Vendor_1,INR,1,ITM0039,Accessory device accessory assembly module module module,11,499.73,5497.03,PO0183,11,499.73,5497.03,GRN0183,11,MATCH,0
INV0183,24-09-2024,V001,Vendor_1,INR,2,ITM0016,Unit module widget module component,4,6.53,26.12,PO0183,4,6.53,26.12,GRN0183,4,MATCH,0
INV0183,24-09-2024,V001,Vendor_1,INR,3,ITM0045,Device part gadget unit part component,8,187.37,1498.96,PO0183,8,187.37,1498.96,GRN0183,8,MATCH,0
INV0183,24-09-2024,V001,Vendor_1,INR,4,ITM0040,Assembly unit widget unit accessory component,12,522.67,5248.2,PO0183,12,437.35,5248.2,GRN0183,12,price_mismatch,1
INV0183,24-09-2024,V001,Vendor_1,INR,5,ITM0048,Device component assembly device part,12,216.82,2601.84,PO0183,12,216.82,2601.84,GRN0183,12,MATCH,0
INV0184,31-08-2024,V004,Vendor_4,INR,1,ITM0019,Gadget gadget assembly unit part assembly gadget,3,154.17,462.51,PO0184,3,154.17,462.51,GRN0184,3,MATCH,0
INV0184,31-08-2024,V004,Vendor_4,INR,2,ITM0044,Accessory assembly accessory accessory assembly assembly component,6,377.86,2267.16,PO0184,6,377.86,2267.16,GRN0184,6,MATCH,0
INV0184,31-08-2024,V004,Vendor_4,INR,3,ITM0043,Widget accessory widget,11,451.81,4969.91,PO0184,11,451.81,4969.91,GRN0184,11,MATCH,0
INV0184,31-08-2024,V004,Vendor_4,INR,4,ITM0050,Gadget component assembly accessory gadget,5,498.94,2308.75,PO0184,5,461.75,2308.75,GRN0184,5,price_mismatch,1
INV0184,31-08-2024,V004,Vendor_4,INR,5,ITM0041,Widget device part accessory device unit,11,191.62,2107.82,PO0184,11,191.62,2107.82,GRN0184,11,MATCH,0
INV0185,14-07-2024,V018,Vendor_18,INR,1,ITM0015,Component component gadget module,19,468.92,8909.48,PO0185,19,468.92,8909.48,GRN0185,19,MATCH,0
INV0185,14-07-2024,V018,Vendor_18,INR,2,ITM0048,Unit gadget component,13,290.57,3777.41,PO0185,13,290.57,3777.41,GRN0185,0,grn_not_received,1
INV0185,14-07-2024,V018,Vendor_18,INR,3,ITM0001,Widget assembly part accessory component,12,399.77,4797.24,PO0185,12,399.77,4797.24,GRN0185,12,MATCH,0
INV0185,14-07-2024,V018,Vendor_18,INR,4,ITM0009,Unit unit widget widget part component part,10,419.42,4194.2,PO0185,10,419.42,4194.2,GRN0185,10,MATCH,0
INV0185,14-07-2024,V018,Vendor_18,INR,5,ITM0032,Gadget component device part part widget,11,157.9,1736.9,PO0185,11,157.9,1736.9,GRN0185,11,MATCH,0
INV0186,18-12-2024,V004,Vendor_4,GBP,1,ITM0046,Assembly part assembly device module accessory component,7,424.79,2973.53,PO0186,7,424.79,2973.53,GRN0186,7,MATCH,0
INV0186,18-12-2024,V004,Vendor_4,GBP,2,ITM0015,Accessory device part,13,153.06,1989.78,PO0186,13,153.06,1989.78,GRN0186,13,MATCH,0
INV0186,18-12-2024,V004,Vendor_4,GBP,3,ITM0043,Accessory assembly module device,12,380.07,4560.84,PO0186,12,380.07,4560.84,GRN0186,12,MATCH,0
INV0186,18-12-2024,V004,Vendor_4,GBP,4,ITM0026,Assembly component device,7,352.05,2464.35,PO0186,7,352.05,2464.35,GRN0186,7,MATCH,0
INV0186,18-12-2024,V004,Vendor_4,GBP,5,ITM0036,Widget component part part widget accessory,10,231.48,2314.8,PO0186,10,231.48,2314.8,GRN0186,10,MATCH,0
INV0187,24-03-2024,V019,Vendor_19,EUR,1,ITM0029,Component gadget gadget device device widget,19,55.46,1053.74,PO0187,19,55.46,1053.74,GRN0187,19,MATCH,0
